25 25
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 
0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 
0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 
0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 
0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 
0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 
0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 
0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 
0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 
0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 
0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 
0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 
0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 
0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 -0.004392 -0.004392 -0.004392 -0.004392 -0.004392 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 
0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 
0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 
0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.001464 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
